id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2083-P,20,187.79103476833552,YHTUN,Chicago,Florida,USA,National Pumpkin Festival,1441 I,1856 Q,206,214,-14,Golden Hubbard,85.18051104263884,light
2896-P,56,186.53367714770135,ZRRSK,New York,California,USA,Regional Pumpkin Festival,1332 Z,1211 S,188,159,19,Kakai,84.61018368478015,light
2481-P,61,191.09345788229257,WVSDJ,Chicago,Texas,USA,Local Pumpkin Festival,1376 F,1724 Z,187,156,28,Munchkin,86.67846374774486,light
2842-P,18,189.4938233057037,LJIDV,Houston,Texas,UK,Local Pumpkin Festival,1813 X,1816 T,-2,5,5,Kakai,85.95288230088074,light
2264-P,54,189.50351058021187,KRQSY,Chicago,Florida,UK,Regional Pumpkin Festival,1633 N,1686 O,202,194,-10,Orange Bulldog,85.95727637109945,light
2394-P,86,172.01544819306582,HWSNB,Los Angeles,Florida,UK,Regional Pumpkin Festival,1661 U,1114 P,217,226,-26,Munchkin,78.0248311767891,light
2084-P,92,171.55458703823388,HYSCO,Chicago,Texas,UK,National Pumpkin Festival,1970 S,1822 N,204,189,-5,Orange Bulldog,77.81578824384658,light
2036-P,27,183.3261820906773,SYVTD,Houston,Texas,China,Local Pumpkin Festival,1779 P,1474 T,207,203,-9,Orange Bulldog,83.15528958687449,light
2989-P,38,178.81816834490746,SSVTK,Chicago,California,China,Local Pumpkin Festival,1497 C,1057 L,195,183,-5,Kakai,81.11049061590326,light
2500-P,27,172.01229324303569,TNPAS,Los Angeles,Florida,USA,National Pumpkin Festival,1829 Z,1068 Q,197,180,-4,Orange Bulldog,78.02340011669504,light
2193-P,68,166.87480758484452,OFBQX,Chicago,Texas,China,National Pumpkin Festival,1626 W,1332 D,215,221,-22,Munchkin,75.6930777220248,light
2245-P,69,180.6608160557225,THXES,New York,New York,China,Regional Pumpkin Festival,1424 H,1298 H,193,164,4,Kakai,81.94630087634728,light
2520-P,68,175.3143924502656,BHJBM,Los Angeles,New York,China,Regional Pumpkin Festival,1790 Z,1689 D,201,185,-3,Orange Bulldog,79.52120590030087,light
2633-P,49,178.55940151043237,TJYAP,New York,California,USA,Local Pumpkin Festival,1879 M,1868 V,1,0,-5,Kakai,80.99311604992003,light
2092-P,16,170.0279740067199,XCGCE,Los Angeles,New York,China,Regional Pumpkin Festival,1584 G,1528 H,187,161,3,Munchkin,77.12332878565608,light
2410-P,31,162.7294850787148,SJMMK,Chicago,Texas,USA,National Pumpkin Festival,1476 Q,1329 C,187,147,16,Munchkin,73.81279259582439,light
2327-P,86,162.734056471847,BNAXZ,New York,Florida,UK,Regional Pumpkin Festival,1482 U,1347 W,190,161,3,Munchkin,73.81486614317802,light
2275-P,4,173.20484612230211,VKASY,Chicago,Florida,USA,National Pumpkin Festival,1578 Q,1534 M,209,201,-16,Golden Hubbard,78.56433256230726,light
2603-P,74,167.57017075959592,BMGIS,Los Angeles,Florida,USA,National Pumpkin Festival,1369 K,1289 W,0,-5,-2,Munchkin,76.00848889518663,light
2326-P,70,171.002360323444,SDMSD,Houston,Florida,UK,National Pumpkin Festival,1465 L,1088 M,-4,2,-4,Kakai,77.56530262383161,light
2516-P,61,166.3420657673851,BLOTJ,Chicago,California,USA,Regional Pumpkin Festival,1080 E,1581 B,182,151,0,Kakai,75.45143029555975,light
2169-P,51,160.19792634621265,ONJYW,Houston,Florida,USA,National Pumpkin Festival,1632 E,1302 B,3,4,3,Golden Hubbard,72.66449780723129,light
2566-P,51,159.0569036733359,GVHJI,Los Angeles,California,China,Local Pumpkin Festival,1329 G,1461 R,197,178,-8,Golden Hubbard,72.14693905099578,light
2694-P,36,162.6246628202498,JECRM,Nottingham,New York,USA,Regional Pumpkin Festival,1713 G,1188 H,184,148,-3,Munchkin,73.76524605796274,light
2961-P,2,146.65975315403193,WVFJQ,Paris,New York,UK,National Pumpkin Festival,1045 B,1556 C,189,155,-3,Kakai,66.52369075264365,light
2467-P,29,149.180633402057,LVSIK,Houston,New York,UK,Local Pumpkin Festival,1579 U,1932 A,179,141,9,Orange Bulldog,67.66714186610584,light
2146-P,8,163.56744478922337,IKLAW,Los Angeles,California,UK,Local Pumpkin Festival,1443 T,1210 X,191,171,-14,Munchkin,74.19288441683341,light
2540-P,10,147.96663937252015,JOSXG,Nottingham,Florida,UK,Regional Pumpkin Festival,1419 H,1459 T,183,147,-4,Golden Hubbard,67.11648388626016,light
2946-P,27,151.3658403158188,UYEQH,New York,New York,China,National Pumpkin Festival,1765 F,1333 Y,151,101,54,Kakai,68.65833424053288,light
2739-P,2,141.70603044971824,BAZZY,Nottingham,Florida,China,Regional Pumpkin Festival,1570 J,1156 T,-3,-3,-2,Golden Hubbard,64.2767217637486,light
2795-P,7,148.02370817121118,IVPXH,Paris,California,UK,National Pumpkin Festival,1863 H,1994 M,177,141,2,Kakai,67.14236983679602,light
2580-P,83,137.18715504463762,DHQER,Chicago,New York,USA,National Pumpkin Festival,1525 I,1765 I,184,137,0,Orange Bulldog,62.22699603100727,light
2076-P,32,146.0890524117276,QRYQF,Nottingham,New York,UK,National Pumpkin Festival,1631 J,1339 C,-5,3,4,Golden Hubbard,66.26482546154035,light
2864-P,40,142.57687326148152,GNBNE,Los Angeles,Florida,UK,National Pumpkin Festival,1528 K,1588 F,180,140,1,Orange Bulldog,64.67172909642193,light
2861-P,83,146.33789381198585,FPMAS,Chicago,Florida,UK,Regional Pumpkin Festival,1936 A,1119 L,178,133,3,Kakai,66.37769792996629,light
2812-P,99,131.85708068870008,QVPTA,New York,California,UK,Local Pumpkin Festival,1832 P,1415 S,178,132,9,Golden Hubbard,59.80931694374885,light
2763-P,86,136.22241561394185,YJQYY,Chicago,California,USA,Local Pumpkin Festival,1566 A,1658 H,174,130,6,Golden Hubbard,61.78939794315911,light
2724-P,27,132.0283225832507,XVBJJ,Houston,Florida,UK,Regional Pumpkin Festival,1250 S,1200 E,3,-1,2,Orange Bulldog,59.88699089718185,light
2637-P,56,125.55903324391691,JWIGJ,Nottingham,New York,China,Regional Pumpkin Festival,1499 X,1549 K,178,136,-2,Golden Hubbard,56.95257300717476,light
2007-P,49,123.9259278074652,QBEIG,Nottingham,California,USA,Local Pumpkin Festival,1778 I,1953 Y,-2,2,-2,Munchkin,56.21180944604375,light
2840-P,16,111.71096623782068,SSIKU,Houston,California,USA,Regional Pumpkin Festival,1512 Y,1781 N,170,125,-13,Kakai,50.67120059774556,light
2394-P,43,119.85757056530564,USXWT,Paris,California,USA,National Pumpkin Festival,1578 U,1439 Z,-4,-3,5,Golden Hubbard,54.36643514785811,light
2643-P,29,107.64528835378589,ERTXY,Los Angeles,California,China,National Pumpkin Festival,1793 W,1950 I,160,103,5,Orange Bulldog,48.82704163497045,light
2943-P,59,117.62085269652307,KLYXQ,Nottingham,California,UK,Local Pumpkin Festival,1327 F,1816 R,3,2,4,Golden Hubbard,53.35187781632129,light
2169-P,93,109.12127424106002,WLZRQ,Houston,Florida,China,National Pumpkin Festival,1362 C,1175 R,176,137,-23,Kakai,49.4965370255509,light
2264-P,97,114.54685006830842,RIJIF,Paris,New York,USA,Regional Pumpkin Festival,1547 L,1071 T,-4,3,-3,Kakai,51.95753481618415,light
2770-P,73,102.92993353586644,NSAZM,Los Angeles,New York,China,National Pumpkin Festival,1444 P,1342 C,-1,2,-5,Kakai,46.688194412400726,light
2385-P,91,115.30206358898432,VMHSC,Houston,Texas,China,Regional Pumpkin Festival,1458 W,1823 E,-2,1,2,Munchkin,52.30009362745458,light
2597-P,36,107.3588461726904,TLCMC,Nottingham,Florida,USA,National Pumpkin Festival,1650 M,1223 W,167,116,-14,Golden Hubbard,48.69711375316299,light
2924-P,84,106.74603150822222,VWHHR,Chicago,California,China,Regional Pumpkin Festival,1395 E,1516 F,2,-2,0,Orange Bulldog,48.41914592387753,light
2451-P,56,100.60338931754232,ZRJFT,Los Angeles,Florida,China,Regional Pumpkin Festival,1235 Q,1395 G,7,-3,2,Kakai,45.632892567322656,light
2250-P,56,108.78316650819032,CKEKJ,Nottingham,Texas,China,Local Pumpkin Festival,1690 I,1186 W,4,1,-3,Munchkin,49.34317406278306,light
2872-P,87,107.5709560489282,HWJRG,Chicago,New York,China,Regional Pumpkin Festival,1134 S,1021 X,0,2,3,Kakai,48.79332509614544,light
2216-P,17,97.54677421879023,ZJWJZ,Nottingham,California,China,Regional Pumpkin Festival,1739 V,1205 C,165,104,-6,Orange Bulldog,44.2464364114495,light
2670-P,23,90.87942714411766,GOULK,Chicago,New York,UK,Local Pumpkin Festival,1307 X,1392 P,-2,0,-3,Munchkin,41.22218111715461,light
2188-P,44,91.54535601101816,PBEML,New York,Texas,UK,National Pumpkin Festival,1805 N,1743 P,-1,-3,-5,Orange Bulldog,41.524241123749746,light
2127-P,95,98.58061250858007,MDYRL,Paris,Texas,USA,National Pumpkin Festival,1860 I,1804 Q,163,108,-13,Munchkin,44.71537718899185,light
2094-P,12,96.77697836514562,XTABF,Nottingham,New York,USA,Regional Pumpkin Festival,1909 Z,1383 S,2,-4,-1,Orange Bulldog,43.89726317060313,light
2694-P,98,91.26737935431302,NAGZO,Nottingham,Florida,UK,National Pumpkin Festival,1886 A,1465 W,161,105,-11,Munchkin,41.398153136081554,light
2015-P,47,85.75192276202142,DDQOZ,Houston,Texas,UK,National Pumpkin Festival,1612 L,1575 V,153,105,-23,Golden Hubbard,38.89638614947082,light
2326-P,100,84.73367076739669,ZAKBN,Paris,Texas,UK,Local Pumpkin Festival,1024 A,1241 K,152,89,-20,Munchkin,38.434515190725,light
2474-P,22,82.20055141951889,YKZZM,Chicago,Texas,China,Local Pumpkin Festival,1322 G,1464 O,141,88,-12,Orange Bulldog,37.28551251948241,light
2531-P,11,84.30243940092623,IITYY,Houston,New York,China,Local Pumpkin Festival,1648 F,1843 D,145,82,-5,Golden Hubbard,38.23891209274493,light
2279-P,47,80.13849618658423,UIXFJ,Houston,New York,USA,Regional Pumpkin Festival,1470 S,1764 S,146,85,-19,Orange Bulldog,36.35018076226512,light
2100-P,50,77.28297215513885,IBDFO,Nottingham,Texas,USA,Local Pumpkin Festival,1181 Z,1691 E,1,2,-2,Kakai,35.05493790579374,light
2551-P,59,51.98388014994562,KGNKD,New York,California,China,Local Pumpkin Festival,1733 R,1029 S,-5,5,-1,Golden Hubbard,23.579472164974135,light
2349-P,43,58.49259487763048,MUFLB,Chicago,Florida,UK,Local Pumpkin Festival,1336 G,1856 K,8,-4,3,Munchkin,26.531773095734163,light
2061-P,97,66.19900452531874,DMWBB,Nottingham,California,UK,National Pumpkin Festival,1172 T,1843 Q,5,-2,-5,Golden Hubbard,30.027338860648378,light
2758-P,87,52.15586203057319,UTKYR,Nottingham,California,China,Local Pumpkin Festival,1884 Z,1784 S,141,75,-25,Kakai,23.657481770171753,light
2651-P,64,58.8773925281316,NSCSH,Paris,Texas,China,Local Pumpkin Festival,1006 D,1981 A,2,-3,-5,Golden Hubbard,26.70631423162027,light
2277-P,82,57.73113176319748,QETJA,Chicago,Texas,USA,Regional Pumpkin Festival,1751 K,1183 O,133,70,-22,Kakai,26.18637951873227,light
2827-P,59,55.75238624550402,YNYIY,Paris,New York,UK,Regional Pumpkin Festival,1982 Q,1128 M,130,69,-20,Kakai,25.28883638187066,light
2822-P,23,51.10996359493584,HNAVE,Los Angeles,Florida,USA,National Pumpkin Festival,1159 E,1749 F,119,54,-17,Kakai,23.18307060695414,light
2173-P,62,43.82419776264578,VLPJQ,Nottingham,Texas,USA,Regional Pumpkin Festival,1473 Z,1577 G,124,59,-22,Munchkin,19.878305511554025,light
2377-P,25,33.966477716341615,LAJEX,Paris,California,China,National Pumpkin Festival,1411 C,1668 D,128,58,-31,Golden Hubbard,15.406922560310825,light
2966-P,10,42.03261285297573,IOEHI,Paris,New York,USA,Local Pumpkin Festival,1203 P,1236 R,1,-5,-1,Kakai,19.065656929206966,light
2865-P,71,26.44618293490261,WWBDS,Chicago,California,UK,National Pumpkin Festival,1239 E,1862 T,-4,0,5,Orange Bulldog,11.995777009808345,light
2183-P,66,28.995960671454668,DFDSY,New York,Florida,China,Regional Pumpkin Festival,1945 J,1718 F,87,29,-40,Golden Hubbard,13.152335792886465,light
2268-P,87,-1.2236919094622136,RACOC,Paris,California,UK,National Pumpkin Festival,1419 D,1893 E,1,-2,1,Munchkin,-0.5550568605967844,
2619-P,61,6.523850677497685,BWUTE,Los Angeles,Florida,USA,Regional Pumpkin Festival,1506 T,1559 L,-3,-3,-4,Kakai,2.95916647650753,light
2665-P,54,1969.5742190768945,BLHQV,Los Angeles,California,China,National Pumpkin Festival,1228 Q,1981 E,423,1522,34,Kakai,893.3831091795267,heavy
2499-P,9,1594.6691377377138,JBYIX,Paris,California,USA,National Pumpkin Festival,1679 H,1983 C,433,1649,2,Munchkin,723.329163524725,heavy
2089-P,21,1318.0020911497995,JLSVW,Chicago,New York,USA,Local Pumpkin Festival,1103 O,1926 T,-2,1,3,Munchkin,597.8352045288199,heavy
2003-P,19,1313.4191671134904,ASVGH,Paris,Texas,USA,Local Pumpkin Festival,1148 I,1014 S,397,1313,0,Kakai,595.7564268493423,heavy
2992-P,100,1129.4343220312148,SDSVT,Houston,New York,USA,Regional Pumpkin Festival,1097 Z,1784 B,383,1233,-9,Golden Hubbard,512.3023729987827,heavy
2616-P,71,1009.8878135113046,ZDKVJ,Los Angeles,New York,USA,Regional Pumpkin Festival,1820 B,1852 P,345,932,4,Golden Hubbard,458.07703310621963,heavy
2056-P,85,974.1187646845356,TCJZV,Nottingham,Florida,UK,Local Pumpkin Festival,1539 A,1943 U,2,-1,3,Orange Bulldog,441.85247871078786,medium
2108-P,5,902.2418219614774,WWURJ,Nottingham,New York,China,National Pumpkin Festival,1679 E,1553 T,374,1168,-27,Munchkin,409.2496725071505,medium
2745-P,51,827.5866385592147,CKAZR,Chicago,Florida,USA,Local Pumpkin Festival,1213 K,1209 Z,344,924,-5,Orange Bulldog,375.38667855735133,medium
2492-P,76,638.0661586821079,PCYVZ,Los Angeles,Texas,China,Local Pumpkin Festival,1406 I,1693 I,289,567,18,Kakai,289.4217050489347,medium
2983-P,2,561.9967666631564,MVDDC,Chicago,California,UK,National Pumpkin Festival,1604 N,1238 G,276,498,17,Kakai,254.91723738427447,medium
2554-P,53,207.39971047919244,ZOPCY,Los Angeles,New York,China,Regional Pumpkin Festival,1108 E,1978 D,216,213,-9,Golden Hubbard,94.07484947567785,light
2657-P,63,157.51201315410435,MSNQS,Los Angeles,New York,USA,Local Pumpkin Festival,1070 E,1149 V,195,161,-4,Kakai,71.4461890705965,light
2065-P,85,2628.5687908208,UDQNE,Houston,New York,USA,Local Pumpkin Festival,1954 X,1997 G,496,2175,26,Orange Bulldog,1192.2977749659883,heavy
2299-P,7,2256.9683439088985,HNYFS,Houston,Texas,UK,National Pumpkin Festival,1762 X,1555 G,468,1906,21,Munchkin,1023.7427850503251,heavy
2096-P,47,2112.488525979221,MQMYO,Paris,California,USA,National Pumpkin Festival,1033 O,1707 R,481,2075,1,Orange Bulldog,958.2078954759668,heavy
2882-P,99,2100.5363630754878,RVVBK,Chicago,New York,China,National Pumpkin Festival,1600 K,1879 E,451,1800,18,Orange Bulldog,952.7864900001366,heavy
2968-P,68,2072.718133231625,ABYKP,Paris,New York,China,Regional Pumpkin Festival,1043 R,1800 L,465,1898,13,Orange Bulldog,940.1683634887992,heavy
2692-P,32,2056.613805851899,MDXPY,Nottingham,New York,China,Local Pumpkin Festival,1048 H,1753 M,462,1924,10,Kakai,932.8635694239746,heavy
2968-P,21,2052.940699861385,NCRCH,Houston,Florida,UK,Local Pumpkin Festival,1967 I,1048 C,477,1997,1,Kakai,931.1974779315253,heavy
2515-P,23,2006.1897223964331,VZCEJ,Chicago,New York,China,Regional Pumpkin Festival,1757 O,1051 L,465,1936,8,Golden Hubbard,909.9916085612429,heavy
2039-P,63,1976.4448923837397,JEPLF,Paris,New York,China,Regional Pumpkin Festival,1926 K,1548 N,459,1903,1,Munchkin,896.4995916261253,heavy
2281-P,95,1966.2976793488488,YPALX,Paris,New York,UK,Regional Pumpkin Festival,1201 Q,1203 W,460,1836,11,Golden Hubbard,891.896896971203,heavy
2828-P,64,1941.8615381270647,MUAPC,Los Angeles,Florida,UK,Local Pumpkin Festival,1421 C,1755 H,452,1805,8,Kakai,880.8128588021315,heavy
2098-P,67,1942.426946259104,JKNXI,Paris,Texas,UK,National Pumpkin Festival,1188 L,1564 W,436,1665,22,Munchkin,881.0693234075595,heavy
2201-P,69,1949.033141528256,NPDZC,Paris,Florida,UK,National Pumpkin Festival,1583 Y,1014 N,442,1676,14,Golden Hubbard,884.0658407320847,heavy
2746-P,76,1909.6284869117665,BLGFI,Chicago,California,UK,Regional Pumpkin Festival,1627 L,1573 Z,449,1755,9,Kakai,866.192204635282,heavy
2052-P,57,1868.2325886357576,ZFUXF,New York,California,UK,National Pumpkin Festival,1420 D,1247 R,444,1740,12,Golden Hubbard,847.4153563444705,heavy
2041-P,30,1866.6177429640663,DNCGG,Houston,Florida,USA,National Pumpkin Festival,1254 J,1943 F,451,1761,8,Munchkin,846.6828752665567,heavy
2368-P,45,1826.340029249899,PJMLR,Paris,California,UK,Regional Pumpkin Festival,1027 E,1904 N,428,1559,20,Munchkin,828.4132265475203,heavy
2044-P,74,1798.0243030088022,CUJEE,Paris,Texas,China,Regional Pumpkin Festival,1135 X,1828 W,419,1518,17,Munchkin,815.5694396503686,heavy
2999-P,35,1794.2237033760175,IBJKZ,New York,New York,China,Local Pumpkin Festival,1792 F,1181 B,424,1531,13,Kakai,813.8455180617345,heavy
2542-P,21,1801.1845860984176,ERNIH,Los Angeles,New York,China,National Pumpkin Festival,1148 U,1972 W,440,1707,4,Orange Bulldog,817.0029187775534,heavy
2472-P,54,1757.67298476398,SMGWG,Los Angeles,Texas,China,Local Pumpkin Festival,1206 T,1324 D,458,1821,-3,Kakai,797.2664045050632,heavy
2172-P,56,1744.4096269896254,SGJYQ,Los Angeles,Texas,China,Local Pumpkin Festival,1505 B,1426 C,420,1495,17,Kakai,791.2502515254781,heavy
2661-P,24,1723.851193021983,PBYGG,Paris,New York,UK,Local Pumpkin Festival,1614 N,1722 D,454,1791,1,Munchkin,781.9251103452273,heavy
2089-P,58,1738.519066106528,CERPO,Los Angeles,California,UK,Local Pumpkin Festival,1165 U,1918 W,428,1582,6,Orange Bulldog,788.5783402333923,heavy
2971-P,38,1732.483810830861,FMMTS,Nottingham,Texas,China,Local Pumpkin Festival,1807 V,1801 T,430,1624,8,Golden Hubbard,785.8407967223919,heavy
2833-P,2,1712.7480620965362,CCYCY,New York,New York,UK,National Pumpkin Festival,1383 B,1445 B,416,1523,12,Orange Bulldog,776.888818982492,heavy
2559-P,53,1718.495198673569,XJENQ,Nottingham,Florida,UK,Local Pumpkin Festival,1831 Y,1029 T,424,1518,14,Munchkin,779.4956741567414,heavy
2441-P,72,1711.9996300209314,KFRVH,Paris,California,UK,Regional Pumpkin Festival,1211 D,1310 F,431,1669,-2,Munchkin,776.5493361804542,heavy
2499-P,5,1711.35700479988,JMECW,Paris,New York,China,National Pumpkin Festival,1504 B,1313 R,408,1436,14,Golden Hubbard,776.2578465211872,heavy
2420-P,100,1713.8633584566414,BLKPS,New York,California,UK,National Pumpkin Festival,1129 M,1202 I,459,1831,-2,Golden Hubbard,777.3947084890649,heavy
2946-P,74,1706.54191132728,LVBRF,Paris,Florida,USA,Local Pumpkin Festival,1059 N,1968 F,417,1496,18,Kakai,774.0737586427637,heavy
2316-P,67,1701.815809775144,UWUNI,Paris,California,UK,Local Pumpkin Festival,1627 B,1151 H,434,1644,-1,Orange Bulldog,771.9300367875271,heavy
2861-P,57,1702.3367916289717,SAFFA,Nottingham,Texas,USA,National Pumpkin Festival,1200 X,1754 G,441,1692,3,Kakai,772.1663499885685,heavy
2422-P,100,1683.360875795223,ROYKA,Nottingham,California,China,National Pumpkin Festival,1933 P,1329 L,425,1610,4,Orange Bulldog,763.5590263737067,heavy
2801-P,42,1688.6464844429863,ARABL,Chicago,New York,China,Local Pumpkin Festival,1865 L,1770 L,436,1702,-5,Golden Hubbard,765.9565361714631,heavy
2318-P,97,1675.0149417677894,UMSHB,New York,California,UK,National Pumpkin Festival,1099 Q,1081 N,425,1558,4,Orange Bulldog,759.7733774663351,heavy
2995-P,66,1677.0393049158156,VAGMD,Nottingham,Texas,China,Regional Pumpkin Festival,1934 I,1190 E,423,1580,11,Kakai,760.6916123953746,heavy
2939-P,32,1675.211935898289,RJXER,Paris,New York,USA,National Pumpkin Festival,1333 T,1243 U,431,1626,2,Munchkin,759.8627324279768,heavy
2451-P,98,1671.960698429495,CPUYO,Chicago,Florida,UK,Regional Pumpkin Festival,1153 F,1281 R,418,1520,8,Golden Hubbard,758.3879971220315,heavy
2676-P,35,1676.4613563837484,HWBHS,Houston,New York,USA,Regional Pumpkin Festival,1679 R,1425 W,410,1476,11,Munchkin,760.4294595648172,heavy
2818-P,35,1652.419267911464,JXLMM,New York,California,UK,National Pumpkin Festival,1323 M,1212 N,433,1589,9,Golden Hubbard,749.5241605704967,heavy
2802-P,81,1653.3093500668183,ZMECG,Los Angeles,California,UK,Regional Pumpkin Festival,1333 D,1598 B,416,1540,10,Golden Hubbard,749.9278947155083,heavy
2694-P,59,1644.90391303692,EGYNA,Houston,New York,UK,Regional Pumpkin Festival,1002 Y,1613 J,401,1397,20,Munchkin,746.1152557222425,heavy
2713-P,92,1640.6060000360012,NNZAI,Paris,Florida,China,Regional Pumpkin Festival,1024 I,1413 M,415,1475,14,Golden Hubbard,744.1657567683299,heavy
2458-P,23,1647.3432901220397,IFRZC,Houston,Texas,UK,National Pumpkin Festival,1228 P,1434 E,435,1614,-2,Golden Hubbard,747.2217376530363,heavy
2021-P,50,1647.313147849403,WXFLZ,Paris,Texas,China,National Pumpkin Festival,1044 M,1145 E,419,1526,9,Munchkin,747.2080653593065,heavy
2957-P,80,1637.8153796913102,REMAZ,Los Angeles,Florida,China,Local Pumpkin Festival,1199 L,1519 I,415,1449,10,Munchkin,742.8999537049408,heavy
2182-P,21,1635.6589079266414,EAZAY,Los Angeles,Texas,China,Local Pumpkin Festival,1595 H,1524 I,437,1636,-2,Orange Bulldog,741.9217953642611,heavy
